cluster,cluster_name,district,num_reviews,rating_overall,photos_count,instant_book,min_nights,extra_guest_fee_policy,nearest_poi_dist_km,bedrooms,baths
0,핫플 수익형,Mapo-gu,63,4.79,26,True,2,1,0.083,1,1.0
1,로컬 주거형,Eunpyeong-gu,60,4.98,84,False,2,0,0.093,2,1.0
2,가성비 신흥형,Seodaemun-gu,14,4.93,20,False,0,1,0.17,1,1.0
1,로컬 주거형,Eunpyeong-gu,14,5.0,61,False,1,0,0.774,2,2.0
1,로컬 주거형,Yeongdeungpo-gu,36,4.69,52,True,1,0,0.192,0,1.0
3,프리미엄 비즈니스,Seocho-gu,93,4.9,73,False,14,1,0.226,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,9,4.89,16,False,2,1,0.03,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,16,4.69,13,False,5,0,0.12,1,1.0
1,로컬 주거형,Gangseo-gu,33,4.73,21,False,2,1,0.302,2,1.0
2,가성비 신흥형,Gwanak-gu,27,4.78,41,True,0,0,0.171,0,0.0
3,프리미엄 비즈니스,Seocho-gu,21,4.24,27,False,1,0,0.058,0,1.0
3,프리미엄 비즈니스,Jung-gu,6,4.83,54,False,1,0,0.085,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,16,4.94,30,True,3,1,0.142,1,1.0
2,가성비 신흥형,Seodaemun-gu,21,4.86,36,True,4,0,0.078,1,1.0
0,핫플 수익형,Mapo-gu,59,4.83,7,True,1,0,0.051,1,1.0
1,로컬 주거형,Gangdong-gu,30,4.9,9,False,1,0,0.285,1,1.0
3,프리미엄 비즈니스,Jongno-gu,68,4.74,45,True,1,0,0.053,0,0.0
3,프리미엄 비즈니스,Jongno-gu,147,4.89,34,False,5,0,0.099,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,20,4.55,10,False,1,0,0.115,1,1.5
2,가성비 신흥형,Dongjak-gu,73,4.77,24,True,2,1,0.264,1,1.0
2,가성비 신흥형,Dongdaemun-gu,130,4.75,23,False,1,0,0.425,1,1.0
3,프리미엄 비즈니스,Jongno-gu,24,4.92,123,False,0,0,0.192,3,1.0
1,로컬 주거형,Seongbuk-gu,153,4.77,49,True,5,0,0.116,2,1.0
1,로컬 주거형,Gangdong-gu,25,4.88,118,True,0,1,0.308,3,2.0
3,프리미엄 비즈니스,Seocho-gu,50,4.64,26,True,1,1,0.023,1,1.0
3,프리미엄 비즈니스,Jung-gu,13,4.85,29,False,0,0,0.037,1,1.0
1,로컬 주거형,Gangdong-gu,22,4.64,11,True,1,0,0.334,1,1.0
2,가성비 신흥형,Dongjak-gu,39,4.97,34,False,2,1,0.259,0,0.0
1,로컬 주거형,Gwangjin-gu,218,4.88,27,True,1,0,0.186,1,1.0
3,프리미엄 비즈니스,Seocho-gu,10,5.0,42,False,0,0,0.191,3,2.0
1,로컬 주거형,Seongdong-gu,33,4.79,25,False,1,0,0.048,2,1.0
3,프리미엄 비즈니스,Seocho-gu,38,4.66,30,True,0,0,0.093,1,1.0
3,프리미엄 비즈니스,Jongno-gu,167,4.29,19,True,1,0,0.058,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,41,4.88,45,True,1,0,0.099,2,1.0
1,로컬 주거형,Seongbuk-gu,5,5.0,30,False,0,0,0.261,3,2.0
3,프리미엄 비즈니스,Jongno-gu,7,5.0,11,False,28,0,0.101,1,1.0
3,프리미엄 비즈니스,Jung-gu,41,4.29,5,True,1,0,0.057,1,1.0
0,핫플 수익형,Mapo-gu,25,4.52,29,True,1,0,0.101,3,1.0
1,로컬 주거형,Gangseo-gu,66,4.86,37,False,1,0,0.236,3,1.0
1,로컬 주거형,Seongdong-gu,6,5.0,20,True,90,0,0.084,1,1.0
0,핫플 수익형,Mapo-gu,95,4.94,33,False,3,0,0.098,0,0.0
3,프리미엄 비즈니스,Jung-gu,13,4.77,52,True,0,0,0.082,0,1.0
2,가성비 신흥형,Dongjak-gu,32,4.91,54,False,2,0,0.239,0,0.0
2,가성비 신흥형,Dongjak-gu,61,4.9,25,False,2,0,0.231,1,1.0
2,가성비 신흥형,Dongjak-gu,2,0.0,35,False,2,0,0.329,4,2.0
0,핫플 수익형,Mapo-gu,96,4.89,21,False,28,0,0.018,0,0.0
0,핫플 수익형,Mapo-gu,58,4.91,13,False,1,0,0.04,1,1.0
1,로컬 주거형,Gangbuk-gu,135,4.9,22,True,5,0,0.114,1,1.0
2,가성비 신흥형,Gwanak-gu,31,4.9,22,False,0,0,0.212,2,1.0
3,프리미엄 비즈니스,Gangnam-gu,11,5.0,14,True,2,0,0.021,1,1.0
1,로컬 주거형,Gwangjin-gu,39,4.69,18,True,1,0,0.08,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,25,4.76,13,True,7,1,0.159,1,1.0
3,프리미엄 비즈니스,Jung-gu,11,4.45,7,True,1,1,0.07,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,31,4.55,28,False,5,0,0.108,2,1.0
3,프리미엄 비즈니스,Seocho-gu,21,4.76,26,False,5,0,0.057,1,1.0
0,핫플 수익형,Mapo-gu,18,4.72,62,True,1,0,0.056,1,1.0
1,로컬 주거형,Songpa-gu,6,4.83,54,False,3,0,0.25,3,2.0
1,로컬 주거형,Eunpyeong-gu,16,4.63,17,False,5,1,0.073,2,1.0
1,로컬 주거형,Dobong-gu,36,4.89,41,False,7,0,0.455,1,1.0
1,로컬 주거형,Eunpyeong-gu,41,5.0,59,False,2,1,0.15,2,1.0
3,프리미엄 비즈니스,Jongno-gu,48,4.65,21,True,4,1,0.009,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,33,4.7,6,True,2,0,0.142,2,1.0
1,로컬 주거형,Gwangjin-gu,18,4.72,264,True,3,0,0.071,1,1.0
3,프리미엄 비즈니스,Jongno-gu,84,4.76,35,True,1,0,0.069,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,31,4.29,17,False,4,0,0.095,2,1.0
0,핫플 수익형,Mapo-gu,78,4.85,61,False,4,0,0.052,2,1.0
0,핫플 수익형,Mapo-gu,4,4.25,13,False,1,0,0.024,0,0.0
0,핫플 수익형,Mapo-gu,32,4.47,23,False,3,1,0.119,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,26,4.42,10,True,1,0,0.199,2,1.0
0,핫플 수익형,Mapo-gu,85,4.78,14,True,2,0,0.326,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,38,4.68,21,True,2,0,0.346,0,0.0
3,프리미엄 비즈니스,Jung-gu,12,4.92,25,False,1,0,0.069,1,1.0
3,프리미엄 비즈니스,Jongno-gu,22,5.0,155,True,0,0,0.159,3,2.0
0,핫플 수익형,Mapo-gu,4,4.75,26,False,1,0,0.082,0,0.0
1,로컬 주거형,Eunpyeong-gu,141,4.77,41,True,1,0,0.189,0,1.0
3,프리미엄 비즈니스,Jung-gu,17,4.94,26,False,4,0,0.037,1,1.0
1,로컬 주거형,Nowon-gu,57,4.95,91,False,1,0,0.881,2,1.0
1,로컬 주거형,Gangseo-gu,7,4.14,48,False,3,0,0.709,1,1.0
3,프리미엄 비즈니스,Jung-gu,16,5.0,23,False,0,1,0.118,1,1.0
3,프리미엄 비즈니스,Seocho-gu,36,4.89,35,True,1,0,0.082,1,1.0
0,핫플 수익형,Mapo-gu,33,4.85,47,True,0,0,0.254,2,1.0
0,핫플 수익형,Mapo-gu,48,4.73,11,False,1,0,0.075,1,1.0
1,로컬 주거형,Seongdong-gu,10,4.6,41,False,1,0,0.106,1,1.0
3,프리미엄 비즈니스,Jung-gu,6,4.67,16,False,4,0,0.164,1,1.0
3,프리미엄 비즈니스,Jongno-gu,66,4.85,8,True,1,0,0.033,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,24,4.75,23,False,2,0,0.359,1,1.0
0,핫플 수익형,Mapo-gu,2,0.0,57,True,1,0,0.117,1,1.0
3,프리미엄 비즈니스,Jongno-gu,11,4.82,18,False,2,0,0.064,1,1.0
2,가성비 신흥형,Gwanak-gu,17,4.88,31,False,0,0,0.307,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,42,4.62,23,False,2,0,0.149,1,1.0
3,프리미엄 비즈니스,Jung-gu,22,4.5,6,False,1,0,0.069,1,1.0
1,로컬 주거형,Gwangjin-gu,220,4.56,34,True,1,0,0.09,1,1.0
1,로컬 주거형,Gwangjin-gu,114,4.68,20,False,1,0,0.05,1,1.0
1,로컬 주거형,Dobong-gu,68,4.94,80,False,1,0,0.404,1,1.0
0,핫플 수익형,Mapo-gu,26,4.58,60,True,1,0,0.037,1,1.0
1,로컬 주거형,Gangseo-gu,19,5.0,14,False,4,0,0.04,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,21,4.81,7,True,2,0,0.043,1,1.0
3,프리미엄 비즈니스,Seocho-gu,3,5.0,35,False,7,0,0.222,1,1.0
0,핫플 수익형,Mapo-gu,8,4.88,31,False,28,0,0.285,1,1.0
3,프리미엄 비즈니스,Seocho-gu,122,4.85,39,False,2,0,0.014,1,1.0
1,로컬 주거형,Eunpyeong-gu,37,4.95,74,True,0,1,0.269,2,1.0
0,핫플 수익형,Mapo-gu,92,4.97,43,False,6,0,0.04,2,1.0
3,프리미엄 비즈니스,Jung-gu,17,4.94,58,False,0,0,0.113,2,1.0
3,프리미엄 비즈니스,Gangnam-gu,11,4.55,22,False,7,0,0.236,1,1.0
0,핫플 수익형,Mapo-gu,7,5.0,55,False,0,0,0.202,3,1.0
1,로컬 주거형,Eunpyeong-gu,20,4.8,55,False,1,1,0.402,3,1.0
3,프리미엄 비즈니스,Yongsan-gu,98,4.88,14,False,3,0,0.064,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,30,4.27,22,True,5,0,0.222,1,1.0
3,프리미엄 비즈니스,Jongno-gu,13,4.46,12,True,1,0,0.091,1,1.0
0,핫플 수익형,Mapo-gu,40,4.75,32,False,3,1,0.041,1,1.0
0,핫플 수익형,Mapo-gu,49,4.88,16,False,28,0,0.022,0,0.0
3,프리미엄 비즈니스,Jongno-gu,31,4.65,17,False,1,0,0.088,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,19,4.79,25,True,1,0,0.272,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,262,4.74,30,True,2,0,0.154,1,1.0
0,핫플 수익형,Mapo-gu,12,4.58,26,False,3,1,0.072,1,1.0
2,가성비 신흥형,Seodaemun-gu,33,5.0,36,False,21,1,0.211,1,1.0
0,핫플 수익형,Mapo-gu,15,4.73,13,False,6,0,0.028,2,1.0
3,프리미엄 비즈니스,Gangnam-gu,178,4.61,40,True,1,1,0.354,2,1.0
1,로컬 주거형,Eunpyeong-gu,17,5.0,9,False,3,0,0.07,1,1.0
3,프리미엄 비즈니스,Jung-gu,29,4.66,69,False,2,0,0.144,0,0.0
3,프리미엄 비즈니스,Jongno-gu,25,4.84,38,True,1,0,0.004,0,0.0
1,로컬 주거형,Gwangjin-gu,104,4.89,26,False,1,0,0.106,1,1.0
0,핫플 수익형,Mapo-gu,32,4.88,16,False,2,0,0.101,2,1.0
3,프리미엄 비즈니스,Jung-gu,29,4.79,12,True,2,0,0.017,1,1.0
3,프리미엄 비즈니스,Seocho-gu,24,4.63,6,False,1,0,0.077,0,0.0
0,핫플 수익형,Mapo-gu,65,4.88,22,False,1,0,0.267,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,38,4.92,12,False,5,0,0.131,1,1.0
1,로컬 주거형,Gwangjin-gu,43,4.74,54,False,28,1,0.202,1,1.0
1,로컬 주거형,Gwangjin-gu,46,4.65,13,True,4,0,0.113,0,1.0
1,로컬 주거형,Gangbuk-gu,20,4.95,55,False,6,0,0.117,1,1.5
3,프리미엄 비즈니스,Jongno-gu,56,4.75,7,True,1,0,0.04,1,1.0
0,핫플 수익형,Mapo-gu,21,4.95,18,False,3,0,0.334,2,1.0
3,프리미엄 비즈니스,Jongno-gu,86,4.71,33,True,1,0,0.062,1,1.0
1,로컬 주거형,Gangseo-gu,25,4.68,29,True,0,0,0.054,1,1.0
3,프리미엄 비즈니스,Jongno-gu,54,4.57,21,True,2,1,0.035,1,1.0
0,핫플 수익형,Mapo-gu,83,4.71,27,True,3,0,0.224,2,2.0
0,핫플 수익형,Mapo-gu,9,4.56,15,True,1,0,0.119,3,1.0
1,로컬 주거형,Gangseo-gu,6,5.0,36,False,3,0,0.27,3,1.0
3,프리미엄 비즈니스,Yongsan-gu,62,4.9,15,False,7,0,0.112,1,1.0
1,로컬 주거형,Gwangjin-gu,35,4.83,197,True,3,0,0.19,1,1.0
0,핫플 수익형,Mapo-gu,54,4.91,30,False,3,0,0.031,0,0.0
0,핫플 수익형,Mapo-gu,61,4.33,104,True,1,0,0.104,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,55,4.58,55,False,2,0,0.062,1,1.0
0,핫플 수익형,Mapo-gu,22,3.82,9,True,1,0,0.047,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,17,5.0,38,False,0,1,0.225,2,1.0
1,로컬 주거형,Eunpyeong-gu,61,4.87,16,False,1,0,0.063,2,1.0
0,핫플 수익형,Mapo-gu,33,4.76,14,False,2,0,0.205,2,1.0
1,로컬 주거형,Gangseo-gu,7,4.29,20,False,5,1,0.119,1,1.0
3,프리미엄 비즈니스,Jongno-gu,572,4.61,11,True,1,0,0.069,0,1.0
1,로컬 주거형,Yeongdeungpo-gu,25,4.68,21,True,1,0,0.12,2,1.0
0,핫플 수익형,Mapo-gu,20,4.95,43,False,3,0,0.16,2,1.0
1,로컬 주거형,Gangseo-gu,8,5.0,16,True,1,0,0.08,3,1.5
3,프리미엄 비즈니스,Jongno-gu,14,4.86,7,True,1,0,0.067,2,0.0
1,로컬 주거형,Gwangjin-gu,27,4.74,41,True,1,0,0.032,2,1.0
3,프리미엄 비즈니스,Seocho-gu,113,4.8,38,False,2,0,0.067,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,13,4.62,6,True,1,0,0.093,1,1.0
1,로컬 주거형,Nowon-gu,45,4.98,69,False,1,0,0.791,1,1.0
3,프리미엄 비즈니스,Jung-gu,9,4.89,25,False,1,0,0.163,1,1.0
2,가성비 신흥형,Seodaemun-gu,61,4.9,41,False,1,0,0.318,2,1.0
0,핫플 수익형,Mapo-gu,2,0.0,28,False,3,0,0.25,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,178,4.98,38,True,2,1,0.074,0,0.0
1,로컬 주거형,Seongbuk-gu,32,4.44,20,True,7,0,0.3,2,1.0
2,가성비 신흥형,Seodaemun-gu,15,5.0,69,False,2,0,0.375,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,35,4.4,21,False,5,0,0.093,1,1.0
3,프리미엄 비즈니스,Jung-gu,26,4.77,16,False,2,0,0.082,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,227,4.84,41,False,1,0,0.12,1,1.0
2,가성비 신흥형,Guro-gu,62,4.84,66,True,3,0,0.131,3,1.0
1,로컬 주거형,Yeongdeungpo-gu,27,4.96,43,True,1,0,0.079,1,1.0
1,로컬 주거형,Yangcheon-gu,42,4.55,28,False,1,0,0.165,3,1.0
2,가성비 신흥형,Seodaemun-gu,81,4.84,21,False,1,0,0.191,0,0.0
1,로컬 주거형,Yangcheon-gu,18,5.0,44,False,1,0,0.175,1,1.0
1,로컬 주거형,Gwangjin-gu,163,4.6,28,True,1,1,0.151,1,1.0
3,프리미엄 비즈니스,Jung-gu,189,4.85,14,True,2,0,0.062,1,1.0
3,프리미엄 비즈니스,Jongno-gu,24,4.92,26,False,2,0,0.073,2,1.0
1,로컬 주거형,Gangseo-gu,77,4.97,12,True,5,1,0.134,1,0.0
1,로컬 주거형,Eunpyeong-gu,110,4.7,28,False,1,1,0.219,1,1.0
2,가성비 신흥형,Dongdaemun-gu,2,0.0,7,True,1,0,0.088,1,1.0
2,가성비 신흥형,Dongjak-gu,55,4.98,31,False,2,1,0.238,0,0.0
3,프리미엄 비즈니스,Gangnam-gu,40,4.65,43,True,5,0,0.021,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,58,4.84,24,False,1,0,0.191,1,1.0
2,가성비 신흥형,Seodaemun-gu,39,4.85,42,False,3,0,0.121,1,1.0
0,핫플 수익형,Mapo-gu,47,4.62,16,False,1,0,0.043,1,1.0
2,가성비 신흥형,Dongdaemun-gu,72,4.94,47,False,2,0,0.389,0,0.0
3,프리미엄 비즈니스,Jung-gu,96,4.8,28,False,2,0,0.013,0,0.0
1,로컬 주거형,Seongbuk-gu,104,4.89,73,False,5,0,0.075,2,1.0
1,로컬 주거형,Yeongdeungpo-gu,34,4.68,8,False,0,0,0.19,1,1.0
0,핫플 수익형,Mapo-gu,34,4.47,36,True,1,0,0.062,3,1.0
3,프리미엄 비즈니스,Seocho-gu,25,4.8,17,False,3,0,0.137,0,1.0
3,프리미엄 비즈니스,Yongsan-gu,50,4.82,56,False,2,1,0.148,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,82,4.73,26,True,2,0,0.07,1,1.5
1,로컬 주거형,Gangseo-gu,19,4.89,15,False,3,0,0.26,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,34,4.32,22,True,2,0,0.042,1,1.0
3,프리미엄 비즈니스,Jung-gu,9,4.78,34,True,3,0,0.054,1,1.0
3,프리미엄 비즈니스,Jung-gu,27,4.78,22,True,3,0,0.096,1,1.0
3,프리미엄 비즈니스,Jung-gu,25,4.92,46,True,1,0,0.005,1,1.0
1,로컬 주거형,Gangseo-gu,10,4.8,11,True,2,0,0.033,2,1.0
1,로컬 주거형,Gwangjin-gu,92,4.76,24,True,1,0,0.17,1,1.0
1,로컬 주거형,Eunpyeong-gu,6,4.33,28,False,1,1,0.059,2,1.0
2,가성비 신흥형,Seodaemun-gu,33,4.79,29,True,1,0,0.01,0,0.0
3,프리미엄 비즈니스,Jongno-gu,33,4.73,26,False,0,0,0.144,1,1.0
3,프리미엄 비즈니스,Jongno-gu,75,4.77,39,True,1,0,0.04,0,0.0
1,로컬 주거형,Gangseo-gu,195,4.85,16,False,1,0,0.102,1,1.0
0,핫플 수익형,Mapo-gu,11,4.91,30,True,0,0,0.024,1,1.0
0,핫플 수익형,Mapo-gu,38,5.0,46,False,0,0,0.357,2,1.0
3,프리미엄 비즈니스,Seocho-gu,41,4.85,12,False,4,0,0.315,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,44,4.84,17,False,1,1,0.063,0,0.0
2,가성비 신흥형,Dongdaemun-gu,49,4.92,20,False,2,0,0.37,2,1.0
1,로컬 주거형,Yeongdeungpo-gu,7,4.86,12,True,1,0,0.024,1,1.0
1,로컬 주거형,Gwangjin-gu,12,4.5,24,False,2,0,0.084,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,23,4.91,7,False,2,1,0.143,1,1.0
0,핫플 수익형,Mapo-gu,41,4.73,60,False,1,1,0.148,3,1.0
3,프리미엄 비즈니스,Jung-gu,28,4.18,18,True,1,0,0.104,1,1.0
1,로컬 주거형,Gwangjin-gu,230,4.79,35,True,1,0,0.077,0,1.0
3,프리미엄 비즈니스,Yongsan-gu,149,4.35,25,True,2,0,0.068,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,26,4.69,21,True,2,1,0.389,0,0.0
1,로컬 주거형,Gangdong-gu,32,4.84,24,True,1,0,0.046,2,1.0
2,가성비 신흥형,Geumcheon-gu,56,4.93,14,True,14,0,0.153,1,1.0
1,로컬 주거형,Gwangjin-gu,56,4.86,27,True,0,0,0.149,1,1.0
3,프리미엄 비즈니스,Seocho-gu,9,5.0,15,False,3,0,0.047,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,4,5.0,46,True,1,0,0.12,0,0.0
3,프리미엄 비즈니스,Jung-gu,7,4.57,90,True,2,0,0.024,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,23,4.7,8,True,2,1,0.132,1,1.0
2,가성비 신흥형,Gwanak-gu,46,5.0,34,True,0,0,0.266,1,1.0
1,로컬 주거형,Gangbuk-gu,27,4.85,17,True,2,0,0.662,0,1.0
3,프리미엄 비즈니스,Jung-gu,70,4.36,14,False,1,0,0.006,0,1.0
3,프리미엄 비즈니스,Gangnam-gu,19,4.63,17,False,5,0,0.052,1,1.0
0,핫플 수익형,Mapo-gu,148,4.88,8,False,2,0,0.073,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,99,4.96,58,False,2,0,0.291,0,0.0
0,핫플 수익형,Mapo-gu,19,4.74,25,False,0,0,0.039,3,1.0
3,프리미엄 비즈니스,Gangnam-gu,11,4.55,16,True,1,0,0.404,1,1.0
3,프리미엄 비즈니스,Jung-gu,16,4.69,10,False,1,0,0.018,1,1.0
2,가성비 신흥형,Dongjak-gu,34,4.59,25,False,2,0,0.265,2,1.0
3,프리미엄 비즈니스,Jung-gu,23,4.78,23,True,1,0,0.074,1,1.0
2,가성비 신흥형,Gwanak-gu,34,4.94,7,True,3,0,0.332,0,1.0
3,프리미엄 비즈니스,Gangnam-gu,17,4.71,21,False,5,0,0.088,1,1.0
1,로컬 주거형,Songpa-gu,42,4.9,23,True,0,0,0.417,2,1.0
1,로컬 주거형,Songpa-gu,62,4.81,14,True,1,0,0.063,2,1.0
3,프리미엄 비즈니스,Jung-gu,39,4.87,10,False,2,0,0.049,0,1.0
1,로컬 주거형,Seongbuk-gu,34,4.94,45,False,1,0,0.688,1,1.0
3,프리미엄 비즈니스,Jongno-gu,74,4.72,14,True,3,0,0.012,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,31,4.84,30,True,2,0,0.038,1,1.0
1,로컬 주거형,Jungnang-gu,21,4.95,23,True,1,0,0.214,1,2.0
1,로컬 주거형,Yangcheon-gu,84,4.75,61,False,28,0,0.023,1,1.0
0,핫플 수익형,Mapo-gu,16,4.63,38,False,3,0,0.122,2,1.0
3,프리미엄 비즈니스,Jung-gu,35,4.77,33,False,1,0,0.155,3,1.0
2,가성비 신흥형,Gwanak-gu,36,4.69,70,False,1,0,0.442,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,21,4.29,8,False,2,0,0.173,1,1.0
1,로컬 주거형,Gwangjin-gu,44,4.77,14,False,1,0,0.081,1,1.0
1,로컬 주거형,Gangdong-gu,189,4.88,32,False,4,0,0.09,0,1.0
1,로컬 주거형,Gangseo-gu,12,5.0,31,False,7,0,0.262,2,1.0
1,로컬 주거형,Yeongdeungpo-gu,41,4.73,13,True,1,0,0.516,2,1.0
1,로컬 주거형,Songpa-gu,3,5.0,27,True,1,0,0.069,1,1.0
2,가성비 신흥형,Seodaemun-gu,21,4.9,17,False,0,1,0.324,1,1.0
3,프리미엄 비즈니스,Seocho-gu,28,4.75,32,True,0,0,0.192,1,1.0
0,핫플 수익형,Mapo-gu,21,4.86,13,False,4,1,0.263,1,1.0
0,핫플 수익형,Mapo-gu,38,4.87,33,False,3,0,0.06,0,1.0
3,프리미엄 비즈니스,Gangnam-gu,20,4.65,14,False,5,0,0.048,1,1.0
2,가성비 신흥형,Guro-gu,99,4.93,35,True,1,0,0.218,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,30,4.4,70,True,3,1,0.066,1,1.0
1,로컬 주거형,Eunpyeong-gu,12,4.92,36,False,2,0,0.35,2,1.0
1,로컬 주거형,Gangdong-gu,35,5.0,41,False,0,0,0.345,2,1.0
3,프리미엄 비즈니스,Yongsan-gu,78,4.58,23,True,1,0,0.048,1,1.0
1,로컬 주거형,Songpa-gu,30,4.63,37,False,1,1,0.342,2,1.0
0,핫플 수익형,Mapo-gu,37,4.89,30,False,0,0,0.044,1,1.0
3,프리미엄 비즈니스,Jongno-gu,45,4.62,9,True,1,0,0.077,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,7,4.29,27,False,1,1,0.046,2,1.0
1,로컬 주거형,Songpa-gu,194,4.65,40,True,1,0,0.064,0,2.0
3,프리미엄 비즈니스,Gangnam-gu,36,4.47,36,False,2,1,0.293,1,1.0
2,가성비 신흥형,Guro-gu,20,4.95,19,False,0,1,0.135,1,1.0
3,프리미엄 비즈니스,Seocho-gu,23,4.87,47,True,1,1,0.062,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,41,4.78,7,False,5,0,0.173,0,1.0
1,로컬 주거형,Nowon-gu,8,5.0,37,False,5,0,0.195,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,106,4.84,32,False,1,0,0.143,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,106,4.75,28,True,5,0,0.048,1,1.0
3,프리미엄 비즈니스,Seocho-gu,33,4.3,15,True,1,0,0.076,1,1.0
0,핫플 수익형,Mapo-gu,6,4.83,32,True,0,0,0.025,3,2.0
0,핫플 수익형,Mapo-gu,34,4.65,24,True,5,0,0.054,1,1.0
3,프리미엄 비즈니스,Jongno-gu,60,4.87,43,False,3,0,0.079,1,1.0
1,로컬 주거형,Gangseo-gu,114,4.93,64,False,1,0,0.14,2,1.0
0,핫플 수익형,Mapo-gu,64,4.95,12,False,2,1,0.042,1,1.0
1,로컬 주거형,Seongbuk-gu,54,4.76,54,True,5,0,0.09,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,50,4.9,45,True,0,0,0.115,1,1.0
0,핫플 수익형,Mapo-gu,29,4.38,13,True,2,0,0.129,1,1.0
1,로컬 주거형,Yeongdeungpo-gu,8,5.0,15,False,4,1,0.141,1,1.0
1,로컬 주거형,Gangdong-gu,23,4.91,38,False,1,0,0.26,2,1.0
3,프리미엄 비즈니스,Gangnam-gu,47,4.77,18,False,3,0,0.18,1,1.0
3,프리미엄 비즈니스,Jung-gu,12,4.67,10,False,1,0,0.054,1,1.0
1,로컬 주거형,Gangbuk-gu,273,4.62,47,False,1,0,0.089,2,1.0
2,가성비 신흥형,Seodaemun-gu,14,4.93,20,False,0,0,0.047,2,1.5
3,프리미엄 비즈니스,Seocho-gu,45,4.82,14,False,2,0,0.202,1,1.0
3,프리미엄 비즈니스,Seocho-gu,78,4.62,33,True,1,1,0.112,1,1.0
3,프리미엄 비즈니스,Jongno-gu,29,4.9,40,False,0,0,0.187,2,1.0
3,프리미엄 비즈니스,Jung-gu,74,4.69,20,False,1,0,0.02,0,0.0
0,핫플 수익형,Mapo-gu,19,5.0,10,True,1,0,0.031,0,0.0
3,프리미엄 비즈니스,Gangnam-gu,71,4.87,51,True,1,0,0.529,1,1.0
0,핫플 수익형,Mapo-gu,27,4.7,16,True,90,0,0.035,3,1.0
0,핫플 수익형,Mapo-gu,30,4.8,15,False,28,0,0.064,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,100,4.67,28,True,1,0,0.198,1,1.0
2,가성비 신흥형,Seodaemun-gu,2,0.0,23,False,0,0,0.153,2,1.0
1,로컬 주거형,Seongdong-gu,83,4.84,31,False,1,0,0.116,1,1.0
1,로컬 주거형,Gangseo-gu,26,5.0,16,False,4,0,0.489,1,1.0
1,로컬 주거형,Nowon-gu,78,4.54,37,False,1,0,0.662,2,1.0
1,로컬 주거형,Nowon-gu,92,4.91,41,False,1,0,0.345,1,1.0
3,프리미엄 비즈니스,Gangnam-gu,130,4.77,14,False,2,0,0.017,0,0.0
3,프리미엄 비즈니스,Yongsan-gu,50,4.26,10,True,7,1,0.021,0,1.0
1,로컬 주거형,Gangdong-gu,54,4.94,33,False,0,0,0.221,2,1.0
1,로컬 주거형,Seongbuk-gu,36,4.78,24,False,0,1,0.469,1,1.0
3,프리미엄 비즈니스,Yongsan-gu,45,4.73,15,False,4,1,0.112,2,1.0
3,프리미엄 비즈니스,Jung-gu,14,3.64,11,True,1,0,0.152,0,0.0
3,프리미엄 비즈니스,Jongno-gu,11,4.82,10,True,1,0,0.028,1,1.0
0,핫플 수익형,Mapo-gu,14,4.86,22,False,1,0,0.093,0,0.0
3,프리미엄 비즈니스,Jongno-gu,2,0.0,10,True,1,0,0.062,4,0.0
